iata_code,airport_name,city,country,latitude,longitude
NRD,"Tanner, Matthews and Stevenson Airport",North Michaelbury,Macao,29.773977,14.587399
DLS,Coffey-Gonzales Airport,Ericside,Bermuda,80.703571,95.861196
WXI,"Turner, Snyder and Morse Airport",Johnmouth,Uganda,63.398062,-98.066497
PYU,Simpson Group Airport,Petersbury,United States Virgin Islands,-47.358330,-152.771955
UDY,"Parrish, Huffman and Ramos Airport",North Kelseyberg,Holy See (Vatican City State),44.493624,-121.397749
VIH,"Sanchez, Evans and Wells Airport",East Heatherstad,Myanmar,-81.149084,-131.507359
NXY,Turner-Edwards Airport,Lake Davidside,Kyrgyz Republic,7.534824,157.494720
URO,Hawkins Ltd Airport,New Michael,Singapore,-84.377290,135.029404
WUZ,Reese-Hill Airport,New Vickiberg,Luxembourg,61.008370,145.039639
PNO,"Nichols, Mccormick and Martinez Airport",Lake Joseph,Congo,89.074355,-33.267435
BAY,"Nichols, Cole and Pena Airport",Kirkfurt,Timor-Leste,8.631479,-98.221827
OFQ,Wilson LLC Airport,Hilltown,Kenya,-18.529188,155.922472
NTF,Wright LLC Airport,New Kyle,Pakistan,-65.341134,-122.912671
